Title,Description,BiocVersion,Genome,SourceType,SourceUrl,SourceVersion,Species,TaxonomyId,Coordinate_1_based,DataProvider,Maintainer,RDataClass,DispatchClass,RDataPath,Tags
Plasmodium falciparum RAJ116 ASM18602v2,Genome data for Plasmodium falciparum RAJ116 retrieved from NCBI.,3.18,ASM18602v2,FASTA,https://www.ncbi.nlm.nih.gov/assembly/GCA_000186025.2,7/23/2015,Plasmodium falciparum RAJ116,,TRUE,Annotation submitted by Broad Institute,NCBI <ocheab1@gmail.com>,DNAStringSet,Rds,PlasmodiumgenomeData/ASM18602v2.rds,"Plasmodium falciparum RAJ116, Genome"
Plasmodium falciparum NF135/5.C10 Plas_falc_NF135_5_C10_V1,Genome data for Plasmodium falciparum NF135/5.C10 retrieved from NCBI.,3.18,Plas_falc_NF135_5_C10_V1,FASTA,https://www.ncbi.nlm.nih.gov/assembly/GCA_000521075.1,1/17/2014,Plasmodium falciparum NF135/5.C10,,TRUE,Annotation submitted by Broad Institute,NCBI <ocheab1@gmail.com>,DNAStringSet,Rds,PlasmodiumgenomeData/Plas_falc_NF135_5_C10_V1.rds,"Plasmodium falciparum NF135/5.C10, Genome"
Plasmodium falciparum 7G8 Plas_falc_7G8_V1,Genome data for Plasmodium falciparum 7G8 retrieved from NCBI.,3.18,Plas_falc_7G8_V1,FASTA,https://www.ncbi.nlm.nih.gov/assembly/GCA_000150435.3,1/28/2014,Plasmodium falciparum 7G8,,TRUE,Annotation submitted by Broad Institute,NCBI <ocheab1@gmail.com>,DNAStringSet,Rds,PlasmodiumgenomeData/Plas_falc_7G8_V1.rds,"Plasmodium falciparum 7G8, Genome"
Plasmodium falciparum CAMP/Malaysia Plas_falc_Malayan_Camp_V1,Genome data for Plasmodium falciparum CAMP/Malaysia retrieved from NCBI.,3.18,Plas_falc_Malayan_Camp_V1,FASTA,https://www.ncbi.nlm.nih.gov/assembly/GCA_000521115.1,1/17/2014,Plasmodium falciparum CAMP/Malaysia,,TRUE,Annotation submitted by Broad Institute,NCBI <ocheab1@gmail.com>,DNAStringSet,Rds,PlasmodiumgenomeData/Plas_falc_Malayan_Camp_V1.rds,"Plasmodium falciparum CAMP/Malaysia, Genome"
Plasmodium falciparum Santa Lucia Plas_falc_Santa_Lucia_Salvador_I_V1,Genome data for Plasmodium falciparum Santa Lucia retrieved from NCBI.,3.18,Plas_falc_Santa_Lucia_Salvador_I_V1,FASTA,https://www.ncbi.nlm.nih.gov/assembly/GCA_000150455.3,1/28/2014,Plasmodium falciparum Santa Lucia,,TRUE,Annotation submitted by Broad Institute,NCBI <ocheab1@gmail.com>,DNAStringSet,Rds,PlasmodiumgenomeData/Plas_falc_Santa_Lucia_Salvador_I_V1.rds,"Plasmodium falciparum Santa Lucia, Genome"
Plasmodium falciparum Vietnam Oak-Knoll (FVO) Plas_falc_Vietnam_Oak-Knoll_FVO_V1,Genome data for Plasmodium falciparum Vietnam Oak-Knoll (FVO) retrieved from NCBI.,3.18,Plas_falc_Vietnam_Oak-Knoll_FVO_V1,FASTA,https://www.ncbi.nlm.nih.gov/assembly/GCA_000521015.1,1/16/2014,Plasmodium falciparum Vietnam Oak-Knoll (FVO),,TRUE,Annotation submitted by Broad Institute,NCBI <ocheab1@gmail.com>,DNAStringSet,Rds,PlasmodiumgenomeData/Plas_falc_Vietnam_Oak-Knoll_FVO_V1.rds,"Plasmodium falciparum Vietnam Oak-Knoll (FVO), Genome"
Plasmodium falciparum Tanzania (2000708) Plas_falc_02000708_V1,Genome data for Plasmodium falciparum Tanzania (2000708) retrieved from NCBI.,3.18,Plas_falc_02000708_V1,FASTA,https://www.ncbi.nlm.nih.gov/assembly/GCA_000521055.1,1/17/2014,Plasmodium falciparum Tanzania (2000708),,TRUE,Annotation submitted by Broad Institute,NCBI <ocheab1@gmail.com>,DNAStringSet,Rds,PlasmodiumgenomeData/Plas_falc_02000708_V1.rds,"Plasmodium falciparum Tanzania (2000708), Genome"
Plasmodium falciparum UGT5.1 Plas_falc_5_1_V1,Genome data for Plasmodium falciparum UGT5.1 retrieved from NCBI.,3.18,Plas_falc_5_1_V1,FASTA,https://www.ncbi.nlm.nih.gov/assembly/GCA_000401715.2,1/17/2014,Plasmodium falciparum UGT5.1,,TRUE,Annotation submitted by Broad Institute,NCBI <ocheab1@gmail.com>,DNAStringSet,Rds,PlasmodiumgenomeData/Plas_falc_5_1_V1.rds,"Plasmodium falciparum UGT5.1, Genome"
Plasmodium falciparum MaliPS096_E11 Plas_falc_MaliPS096_E11_V1,Genome data for Plasmodium falciparum MaliPS096_E11 retrieved from NCBI.,3.18,Plas_falc_MaliPS096_E11_V1,FASTA,https://www.ncbi.nlm.nih.gov/assembly/GCA_000521035.1,1/17/2014,Plasmodium falciparum MaliPS096_E11,,TRUE,Annotation submitted by Broad Institute,NCBI <ocheab1@gmail.com>,DNAStringSet,Rds,PlasmodiumgenomeData/Plas_falc_MaliPS096_E11_V1.rds,"Plasmodium falciparum MaliPS096_E11, Genome"
Plasmodium falciparum Palo Alto/Uganda Plas_falc_Uganda_Palo-Alto_FUP_H_V1,Genome data for Plasmodium falciparum Palo Alto/Uganda retrieved from NCBI.,3.18,Plas_falc_Uganda_Palo-Alto_FUP_H_V1,FASTA,https://www.ncbi.nlm.nih.gov/assembly/GCA_000521095.1,1/17/2014,Plasmodium falciparum Palo Alto/Uganda,,TRUE,Annotation submitted by Broad Institute,NCBI <ocheab1@gmail.com>,DNAStringSet,Rds,PlasmodiumgenomeData/Plas_falc_Uganda_Palo-Alto_FUP_H_V1.rds,"Plasmodium falciparum Palo Alto/Uganda, Genome"
Plasmodium falciparum 365.1 365_1,Genome data for Plasmodium falciparum 365.1 retrieved from NCBI.,3.18,365_1,FASTA,https://www.ncbi.nlm.nih.gov/assembly/GCA_001861175.1,11/2/2016,Plasmodium falciparum 365.1,,TRUE,,NCBI <ocheab1@gmail.com>,DNAStringSet,Rds,PlasmodiumgenomeData/365_1.rds,"Plasmodium falciparum 365.1, Genome"
Plasmodium falciparum FCH/4 Plas_falc_FCH_4_V2,Genome data for Plasmodium falciparum FCH/4 retrieved from NCBI.,3.18,Plas_falc_FCH_4_V2,FASTA,https://www.ncbi.nlm.nih.gov/assembly/GCA_000521155.1,1/17/2014,Plasmodium falciparum FCH/4,,TRUE,Annotation submitted by Broad Institute,NCBI <ocheab1@gmail.com>,DNAStringSet,Rds,PlasmodiumgenomeData/Plas_falc_FCH_4_V2.rds,"Plasmodium falciparum FCH/4, Genome"
Plasmodium falciparum Senegal_V34.04 ASM15031v1,Genome data for Plasmodium falciparum Senegal_V34.04 retrieved from NCBI.,3.18,ASM15031v1,FASTA,https://www.ncbi.nlm.nih.gov/assembly/GCA_000150315.1,11/16/2007,Plasmodium falciparum Senegal_V34.04,,TRUE,,NCBI <ocheab1@gmail.com>,DNAStringSet,Rds,PlasmodiumgenomeData/ASM15031v1.rds,"Plasmodium falciparum Senegal_V34.04, Genome"
Plasmodium falciparum VS/1 ASM15029v1,Genome data for Plasmodium falciparum VS/1 retrieved from NCBI.,3.18,ASM15029v1,FASTA,https://www.ncbi.nlm.nih.gov/assembly/GCA_000150295.1,11/16/2007,Plasmodium falciparum VS/1,,TRUE,,NCBI <ocheab1@gmail.com>,DNAStringSet,Rds,PlasmodiumgenomeData/ASM15029v1.rds,"Plasmodium falciparum VS/1, Genome"
Plasmodium falciparum D10 ASM15039v1,Genome data for Plasmodium falciparum D10 retrieved from NCBI.,3.18,ASM15039v1,FASTA,https://www.ncbi.nlm.nih.gov/assembly/GCA_000150395.1,11/16/2007,Plasmodium falciparum D10,,TRUE,,NCBI <ocheab1@gmail.com>,DNAStringSet,Rds,PlasmodiumgenomeData/ASM15039v1.rds,"Plasmodium falciparum D10, Genome"
Plasmodium falciparum D6 ASM15041v1,Genome data for Plasmodium falciparum D6 retrieved from NCBI.,3.18,ASM15041v1,FASTA,https://www.ncbi.nlm.nih.gov/assembly/GCA_000150415.1,11/16/2007,Plasmodium falciparum D6,,TRUE,,NCBI <ocheab1@gmail.com>,DNAStringSet,Rds,PlasmodiumgenomeData/ASM15041v1.rds,"Plasmodium falciparum D6, Genome"
Plasmodium falciparum RO-33 ASM15033v1,Genome data for Plasmodium falciparum RO-33 retrieved from NCBI.,3.18,ASM15033v1,FASTA,https://www.ncbi.nlm.nih.gov/assembly/GCA_000150335.1,11/16/2007,Plasmodium falciparum RO-33,,TRUE,,NCBI <ocheab1@gmail.com>,DNAStringSet,Rds,PlasmodiumgenomeData/ASM15033v1.rds,"Plasmodium falciparum RO-33, Genome"
Plasmodium falciparum FCC-2/Hainan ASM15037v1,Genome data for Plasmodium falciparum FCC-2/Hainan retrieved from NCBI.,3.18,ASM15037v1,FASTA,https://www.ncbi.nlm.nih.gov/assembly/GCA_000150375.1,11/16/2007,Plasmodium falciparum FCC-2/Hainan,,TRUE,,NCBI <ocheab1@gmail.com>,DNAStringSet,Rds,PlasmodiumgenomeData/ASM15037v1.rds,"Plasmodium falciparum FCC-2/Hainan, Genome"
Plasmodium vivax 5987STDY8548200,Genome data for Plasmodium vivax retrieved from NCBI.,3.18,5987STDY8548200,FASTA,https://www.ncbi.nlm.nih.gov/assembly/GCA_914969965.1,9/28/2021,Plasmodium vivax,,TRUE,Annotation submitted by Wellcome Sanger Institute,NCBI <ocheab1@gmail.com>,DNAStringSet,Rds,PlasmodiumgenomeData/5987STDY8548200.rds,"Plasmodium vivax, Genome"
Plasmodium vivax PVPAM,Genome data for Plasmodium vivax retrieved from NCBI.,3.18,PVPAM,FASTA,https://www.ncbi.nlm.nih.gov/assembly/GCA_949152365.1,4/8/2023,Plasmodium vivax,,TRUE,Annotation submitted by institute of tropical medicine antwerp,NCBI <ocheab1@gmail.com>,DNAStringSet,Rds,PlasmodiumgenomeData/PVPAM.rds,"Plasmodium vivax, Genome"
Plasmodium vivax PvMHC087,Genome data for Plasmodium vivax retrieved from NCBI.,3.18,PvMHC087,FASTA,https://www.ncbi.nlm.nih.gov/assembly/GCA_040114635.1,6/12/2024,Plasmodium vivax,,TRUE,,NCBI <ocheab1@gmail.com>,DNAStringSet,Rds,PlasmodiumgenomeData/PvMHC087.rds,"Plasmodium vivax, Genome"
Plasmodium vivax CMB-1_v2,Genome data for Plasmodium vivax retrieved from NCBI.,3.18,CMB-1_v2,FASTA,https://www.ncbi.nlm.nih.gov/assembly/GCA_002754635.1,11/3/2017,Plasmodium vivax,,TRUE,,NCBI <ocheab1@gmail.com>,DNAStringSet,Rds,PlasmodiumgenomeData/CMB-1_v2.rds,"Plasmodium vivax, Genome"
Plasmodium vivax PvSY43_v1,Genome data for Plasmodium vivax retrieved from NCBI.,3.18,PvSY43_v1,FASTA,https://www.ncbi.nlm.nih.gov/assembly/GCA_003402195.1,8/17/2018,Plasmodium vivax,,TRUE,,NCBI <ocheab1@gmail.com>,DNAStringSet,Rds,PlasmodiumgenomeData/PvSY43_v1.rds,"Plasmodium vivax, Genome"
Plasmodium vivax PvSY56_v1,Genome data for Plasmodium vivax retrieved from NCBI.,3.18,PvSY56_v1,FASTA,https://www.ncbi.nlm.nih.gov/assembly/GCA_003402215.1,8/17/2018,Plasmodium vivax,,TRUE,,NCBI <ocheab1@gmail.com>,DNAStringSet,Rds,PlasmodiumgenomeData/PvSY56_v1.rds,"Plasmodium vivax, Genome"
Plasmodium vivax Mauritania I PV_Mauritania_I_V1,Genome data for Plasmodium vivax Mauritania I retrieved from NCBI.,3.18,PV_Mauritania_I_V1,FASTA,https://www.ncbi.nlm.nih.gov/assembly/GCA_000320665.2,7/22/2015,Plasmodium vivax Mauritania I,,TRUE,Annotation submitted by Broad Institute,NCBI <ocheab1@gmail.com>,DNAStringSet,Rds,PlasmodiumgenomeData/PV_Mauritania_I_V1.rds,"Plasmodium vivax Mauritania I, Genome"
Plasmodium vivax Brazil I PV_Brazil_I_V1,Genome data for Plasmodium vivax Brazil I retrieved from NCBI.,3.18,PV_Brazil_I_V1,FASTA,https://www.ncbi.nlm.nih.gov/assembly/GCA_000320645.2,7/22/2015,Plasmodium vivax Brazil I,,TRUE,Annotation submitted by Broad Institute,NCBI <ocheab1@gmail.com>,DNAStringSet,Rds,PlasmodiumgenomeData/PV_Brazil_I_V1.rds,"Plasmodium vivax Brazil I, Genome"
Plasmodium vivax North Korean PV_N_Korean_V1,Genome data for Plasmodium vivax North Korean retrieved from NCBI.,3.18,PV_N_Korean_V1,FASTA,https://www.ncbi.nlm.nih.gov/assembly/GCA_000320685.2,7/22/2015,Plasmodium vivax North Korean,,TRUE,Annotation submitted by Broad Institute,NCBI <ocheab1@gmail.com>,DNAStringSet,Rds,PlasmodiumgenomeData/PV_N_Korean_V1.rds,"Plasmodium vivax North Korean, Genome"
Plasmodium vivax India VII PV_India_VII_V2,Genome data for Plasmodium vivax India VII retrieved from NCBI.,3.18,PV_India_VII_V2,FASTA,https://www.ncbi.nlm.nih.gov/assembly/GCA_000320625.2,7/22/2015,Plasmodium vivax India VII,,TRUE,Annotation submitted by Broad Institute,NCBI <ocheab1@gmail.com>,DNAStringSet,Rds,PlasmodiumgenomeData/PV_India_VII_V2.rds,"Plasmodium vivax India VII, Genome"
Plasmodium knowlesi PKNOHv1,Genome data for Plasmodium knowlesi retrieved from NCBI.,3.18,PKNOHv1,FASTA,https://www.ncbi.nlm.nih.gov/assembly/GCA_002140095.1,5/15/2017,Plasmodium knowlesi,,TRUE,Annotation submitted by Malaria Host Pathogen Interaction Center,NCBI <ocheab1@gmail.com>,DNAStringSet,Rds,PlasmodiumgenomeData/PKNOHv1.rds,"Plasmodium knowlesi, Genome"
Plasmodium knowlesi strain H PKNA1-C.2,Genome data for Plasmodium knowlesi strain H retrieved from NCBI.,3.18,PKNA1-C.2,FASTA,https://www.ncbi.nlm.nih.gov/assembly/GCA_900004885.2,7/28/2016,Plasmodium knowlesi strain H,,TRUE,Annotation submitted by KING ABDULLAH UNIVERSITY OF SCIENCE AND TECHNOLOGY,NCBI <ocheab1@gmail.com>,DNAStringSet,Rds,PlasmodiumgenomeData/PKNA1-C.2.rds,"Plasmodium knowlesi strain H, Genome"
Plasmodium knowlesi strain H PKNA1-H.1,Genome data for Plasmodium knowlesi strain H retrieved from NCBI.,3.18,PKNA1-H.1,FASTA,https://www.ncbi.nlm.nih.gov/assembly/GCA_900005025.2,7/28/2016,Plasmodium knowlesi strain H,,TRUE,Annotation submitted by KING ABDULLAH UNIVERSITY OF SCIENCE AND TECHNOLOGY,NCBI <ocheab1@gmail.com>,DNAStringSet,Rds,PlasmodiumgenomeData/PKNA1-H.1.rds,"Plasmodium knowlesi strain H, Genome"
Plasmodium ovale wallikeri Pow2,Genome data for Plasmodium ovale wallikeri retrieved from NCBI.,3.18,Pow2,FASTA,https://www.ncbi.nlm.nih.gov/assembly/GCA_900088545.1,6/16/2016,Plasmodium ovale wallikeri,,TRUE,Annotation submitted by KAUST,NCBI <ocheab1@gmail.com>,DNAStringSet,Rds,PlasmodiumgenomeData/Pow2.rds,"Plasmodium ovale wallikeri, Genome"
Plasmodium ovale curtisi Poc2,Genome data for Plasmodium ovale curtisi retrieved from NCBI.,3.18,Poc2,FASTA,https://www.ncbi.nlm.nih.gov/assembly/GCA_900088565.1,6/16/2016,Plasmodium ovale curtisi,,TRUE,Annotation submitted by KAUST,NCBI <ocheab1@gmail.com>,DNAStringSet,Rds,PlasmodiumgenomeData/Poc2.rds,"Plasmodium ovale curtisi, Genome"
Plasmodium ovale curtisi Poc1,Genome data for Plasmodium ovale curtisi retrieved from NCBI.,3.18,Poc1,FASTA,https://www.ncbi.nlm.nih.gov/assembly/GCA_900088555.1,6/16/2016,Plasmodium ovale curtisi,,TRUE,Annotation submitted by KAUST,NCBI <ocheab1@gmail.com>,DNAStringSet,Rds,PlasmodiumgenomeData/Poc1.rds,"Plasmodium ovale curtisi, Genome"
Plasmodium malariae Pmal,Genome data for Plasmodium malariae retrieved from NCBI.,3.18,Pmal,FASTA,https://www.ncbi.nlm.nih.gov/assembly/GCA_900088575.1,6/16/2016,Plasmodium malariae,,TRUE,Annotation submitted by KAUST,NCBI <ocheab1@gmail.com>,DNAStringSet,Rds,PlasmodiumgenomeData/Pmal.rds,"Plasmodium malariae, Genome"
Plasmodium falciparum 397.1 397_1,Genome data for Plasmodium falciparum 397.1 retrieved from NCBI.,3.18,397_1,FASTA,https://www.ncbi.nlm.nih.gov/assembly/GCA_001861215.1,11/2/2016,Plasmodium falciparum 397.1,,TRUE,,NCBI <ocheab1@gmail.com>,DNAStringSet,Rds,PlasmodiumgenomeData/397_1.rds,"Plasmodium falciparum 397.1, Genome"
Plasmodium falciparum 327.1 327_1,Genome data for Plasmodium falciparum 327.1 retrieved from NCBI.,3.18,327_1,FASTA,https://www.ncbi.nlm.nih.gov/assembly/GCA_001861055.1,11/2/2016,Plasmodium falciparum 327.1,,TRUE,,NCBI <ocheab1@gmail.com>,DNAStringSet,Rds,PlasmodiumgenomeData/327_1.rds,"Plasmodium falciparum 327.1, Genome"
Plasmodium falciparum 377.1 377_1,Genome data for Plasmodium falciparum 377.1 retrieved from NCBI.,3.18,377_1,FASTA,https://www.ncbi.nlm.nih.gov/assembly/GCA_001861065.1,11/2/2016,Plasmodium falciparum 377.1,,TRUE,,NCBI <ocheab1@gmail.com>,DNAStringSet,Rds,PlasmodiumgenomeData/377_1.rds,"Plasmodium falciparum 377.1, Genome"
